kepler_id,ra,dec,Teff,logg,Radius
3102638,287.57065,38.247478,6419,4.376,1.178
3103017,287.69586,38.25433,6559,4.357,1.218
3109585,289.68277,38.289009,6176,4.39,1.184
3109997,289.79312,38.245129,6289,4.145,1.376
3110116,289.82785,38.241039,6466,4.289,1.2
3111172,290.09055,38.2425,6211,4.183,1.341
3111271,290.11145,38.217838,6331,4.188,1.37
3111875,290.2724,38.290901,6273,4.262,1.226
3111993,290.30017,38.225498,6415,4.293,1.297
3112049,290.3157,38.21991,6371,4.294,1.344
3112917,290.54321,38.226391,6353,4.267,1.247
3113270,290.64008,38.25872,6347,4.289,1.233
3113947,290.81445,38.288582,6187,4.274,1.17
3114023,290.83252,38.203445,6481,4.27,1.323
3114068,290.84451,38.275452,6643,4.357,1.216
3114665,290.99719,38.260899,6313,4.364,1.246
3114797,291.02756,38.27338,6580,4.377,1.169
3115398,291.1709,38.20155,6214,4.297,1.192
3115480,291.19321,38.244652,6309,4.265,1.396
3115766,291.26285,38.236389,6290,4.221,1.297
3116740,291.49832,38.29818,6392,4.399,1.162
3118952,291.98459,38.24831,6715,4.347,1.241
3119038,292.00253,38.267109,6492,4.378,1.206
3119229,292.04596,38.266434,6468,4.222,1.325
3119824,292.17566,38.258461,6363,4.176,1.387
3120162,292.2551,38.241161,6671,4.362,1.204
3120796,292.40054,38.226074,6310,4.274,1.298
3121024,292.45642,38.203541,6202,4.255,1.173
3121040,292.46487,38.236469,6396,4.343,1.181
3122230,292.74222,38.283661,6480,4.262,1.372
3122255,292.74896,38.259838,6377,4.398,1.158
3123191,292.9682,38.21574,6334,4.242,1.346
3124278,293.21341,38.207111,6471,4.292,1.256
3124461,293.25656,38.23241,6015,4.196,1.366
3124511,293.27087,38.29784,6102,4.152,1.379
3124598,293.29227,38.2118,6313,4.24,1.259
3124623,293.29581,38.25713,6518,4.379,1.167
3127794,293.99377,38.249191,6450,4.386,1.155
3128235,294.08453,38.255322,6586,4.361,1.207
3128325,294.10281,38.263672,6674,4.345,1.286
3128699,294.18643,38.24012,6052,4.329,1.154
3128706,294.18823,38.295033,6039,4.207,1.264
3128830,294.21539,38.257751,6555,4.268,1.22
3130655,294.60068,38.272491,6456,4.367,1.197
3131180,294.70926,38.27721,6625,4.378,1.165
3216148,285.41013,38.341789,6308,4.353,1.17
3216180,285.42142,38.390629,6175,4.265,1.282
3216221,285.43628,38.303612,6315,4.198,1.299
3216288,285.45767,38.347832,6415,4.374,1.224
3216635,285.61319,38.39677,6141,4.161,1.392
3217238,285.84369,38.328251,6082,4.326,1.228
3218490,286.33237,38.386219,6362,4.353,1.273
3218688,286.40216,38.382462,6415,4.374,1.224
3218763,286.43326,38.3992,6469,4.385,1.193
3219308,286.6308,38.301579,6197,4.326,1.171
3219435,286.68057,38.317661,6454,4.339,1.263
3220088,286.92712,38.358986,6200,4.21,1.33
3221372,287.39441,38.354259,6708,4.333,1.247
3222767,287.8837,38.352009,6297,4.353,1.178
3222832,287.9035,38.319,6544,4.3,1.353
3228715,289.73514,38.318298,6054,4.235,1.199
3228986,289.80322,38.366692,6238,4.365,1.191
3229146,289.84195,38.36488,6435,4.385,1.157
3229451,289.92233,38.369549,6678,4.379,1.163
3229487,289.93127,38.313519,6377,4.347,1.224
3230394,290.16037,38.37479,6191,4.225,1.363
3230826,290.26608,38.315491,6429,4.378,1.173
3231738,290.53265,38.335522,6429,4.378,1.173
3232218,290.67697,38.343681,6535,4.373,1.181
3232804,290.84641,38.329739,6461,4.246,1.269
3233127,290.93137,38.32407,6425,4.28,1.366
3233302,290.98093,38.310551,6476,4.291,1.246
3233588,291.06583,38.38623,6168,4.348,1.213
3233681,291.09116,38.322552,6749,4.324,1.33
3233804,291.12399,38.30508,6392,4.399,1.162
3234746,291.3815,38.33905,6418,4.395,1.171
3235282,291.51395,38.365471,6392,4.399,1.162
3236183,291.73065,38.311699,6454,4.368,1.162
3238010,292.19397,38.377232,6388,4.299,1.196
3238528,292.32275,38.393429,6823,4.331,1.279
3238542,292.32718,38.38731,6033,4.146,1.402
3238595,292.33722,38.319698,6854,4.338,1.261
3238937,292.4202,38.325829,6418,4.395,1.171
3239219,292.48163,38.30246,6082,4.249,1.275
3239253,292.49203,38.386169,6516,4.372,1.183
3239681,292.59271,38.319229,6467,4.377,1.174
3240158,292.7131,38.358212,6049,4.353,1.176
3240693,292.85208,38.368912,6726,4.335,1.31
3240793,292.88278,38.35014,6815,4.372,1.179
3242039,293.20349,38.341801,6708,4.365,1.173
3245830,294.08533,38.33926,6643,4.357,1.216
3246083,294.14291,38.30175,6443,4.234,1.386
3246184,294.16757,38.3172,6067,4.166,1.274
3246991,294.36911,38.347721,6664,4.279,1.258
3247139,294.40469,38.381989,6045,4.267,1.25
